Title_ZH,Country,Finished,Genres_EN,Score /5,Status,TMDB_ID,Title_EN,
你好舊時光,China,,Drama,,,78986,My Huckleberry Friends,
秘果,China,,"Drama, Family",,,103497,All About Secrets,
女醫明妃傳,China,,Drama,,,65917,The Imperial Doctress,
上癮,China,,Comedy,,,450946,Changing My Lovely Partner,
最好的我們,China,,"Family, Drama, Soap",,,156489,We Are the Best Ten Years,
兩生花,China,,Other,3,Finished,69439,两生花,
雁歸西窗月,China,,Drama,,,126021,Time Flies and You Are Here,
旗袍美探,China,,"Drama, Mystery",,,108467,Miss S,
心宅獵人,China,,Drama,,,113621,Psych-Hunter,
築夢情緣,China,,Drama,,,89187,The Great Craftsman,
陳情令,China,,"Action & Adventure, Drama, Mystery",,,90761,The Untamed,
我的真朋友,China,,Drama,,,89542,My True Friend,
錦衣之下,China,,"Drama, Mystery, Comedy",,,97276,Under the Power,
骨語 S1,China,,Other,3,Finished,92246,Talking Bones,
鎮魂,China,,"Western, Crime, Drama",4,Finished,43901,Longmire,
愛情進化論,China,,Drama,,,81427,The Evolution of Our Love,
南方有喬木,China,,"Drama, Comedy",,Give up,77447,Only Side by Side With You,
你和我的傾城時光,China,,Drama,,,82161,Our Glamorous Time,
人不彪悍枉少年,China,,"Drama, Comedy",,Give up,84604,When We Were Young,
無證之罪,China,,"Drama, Crime",,,73386,Burning Ice,
美人為餡 S3,China,,Other,3,Finished,134030,Memory Lost Season 3,
美人為餡 S2,China,,Other,3,Finished,134030,Memory Lost Season 2,
美人為餡 S1,China,,Other,4,Finished,134030,Memory Lost Season 1,
檸檬初上,China,,Drama,2,Finished,68764,First Love,
最美的時光,China,,Drama,2,Finished,44788,Best Time,
璀璨人生,China,,Drama,3,Finished,135085,Shining Days,
一見不鍾情,China,,Drama,2,Finished,130894,Love at Second Sight,
何以笙簫默,China,,Drama,3,Finished,62152,My Sunshine,
盜墓筆記,China,,"Drama, Mystery, Action & Adventure",1,Give up,81074,Tomb of the Sea,
假面女郎,Korea,,"Animation, Drama",,,35175,Glass Mask,
無法抗拒的他,Korea,,Drama,,Watching,288709,Irresistible Love,
孤獨的野獸,China,,"Drama, Action & Adventure, Mystery",,Watching,137703,The Silence of the Monster,
25小時談戀愛,China,,Drama,,,229259,Sweet Games,
八尺門的辯護人,Taiwan,,"Crime, Drama, Mystery",,,210876,Port of Lies,
因為你如此耀眼,Taiwan,,Drama,,,221923,The Way You Shine,
消失的痕跡,China,,"Crime, Mystery",,,232829,The Evidence Tells,
一吻傾城,China,,"Drama, Comedy",,,231488,Supervisor Husband,
安樂傳,China,,Drama,,,134679,The Legend of Anle,
長相思,China,,"Drama, Romance",,,919787,An All-Consuming Love,
白日夢我,China,,Drama,,,232441,You Are Desire,
七時吉祥,China,,"Drama, Sci-Fi & Fantasy",,,169593,Love You Seven Times,
驚奇的傳聞S2,Korea,,"Drama, Mystery, and Action & Adventure",,,113268,The Uncanny Counter 2,
消防廳旁警察廳 S2,Korea,,Drama,,,211261,The First Responders 2,
國民死刑投票,Korea,,"Drama, Mystery, Crime",,,217088,The Killing Vote,
摸心第六感,Korea,,"Drama, Comedy, Sci-Fi & Fantasy, Mystery",,,210107,Behind Your Touch,
無用的謊言,Korea,,"Drama, Mystery",,Watching,260716,My Lovely Liar,
法醫秦明,China,,"Crime, Drama",4,Finished,68095,Medical Examiner Dr. Qin,
我的室友是九尾狐,Korea,,"Drama, Sci-Fi & Fantasy",,Give up,114118,My Roommate Is a Gumiho,
惡作劇之吻,Taiwan,,Comedy,,Finished,34408,Mischievous Kiss,
昔有琉璃瓦,China,,Drama,,,156001,Memory of Encaustic Tile,
小風暴之時間的玫瑰,China,,Drama,,,114087,You Complete Me,
民國奇探,China,,"Comedy, Mystery",,,101007,My Roommate is a Detective,
青春須早為,China,,Drama,,,127250,Youth Should Be Early,
超時空羅曼史,China,,"Drama, Mystery, Sci-Fi & Fantasy",,,132399,See You Again,
你好神槍手,China,,"Comedy, Drama",,Watching,113697,"Hello, The Sharpshooter",
月光變奏曲,China,,"Drama, Comedy",,Watching,125984,Moonlight,
兩個人的小森林,China,,"Comedy, Drama",,Watching,135185,A Romance of the Little Forest,
愛的勘探法,China,,"Drama, Comedy",,,229217,Exploration Method of Love,
今生也請多指教,Korea,,"Drama, Comedy",,Watching,154824,See You in My 19th Life,
絕世網紅,Korea,,"Drama, Mystery",,,131305,Celebrity,
大廈森林的監視者們,Korea,,"Drama, Action & Adventure",,,215320,Numbers,
夏日奇妙書,China,,"Drama, Sci-Fi & Fantasy",,Far away,228520,My Marvellous Fable,
愛的二八定律,China,,"Family, Drama",,Watching,127814,She and Her Perfect Husband,
第二次二十歲,Korea,,"Comedy, Romance",3,Finished,64107,My First Time,
寵物情人 2017,Japan,,Comedy,4,Finished,69870,You're My Pet,
你們被包圍了,Korea,,Action & Adventure,,Finished,61173,You Are All Surrounded,
黑色貞潔,Thailand,,Drama,,,228504,Nobody's Happy if I'm Not,
醫愛之名,Thailand,,Drama,,,227037,To the Moon and Back,
歡迎來到王之國,Korea,,"Drama, Comedy",,Watching,198004,King the Land,
魚生知有你,China,,"Drama, Sci-Fi & Fantasy",,,228819,Fish Show You,
我們曾經愛過的一切,Korea,,Other,,,,Everything we have loved,
結婚嗎？好的！,China,,Drama,,,228623,Ready For Love?,
鎖愛三生,China,,Drama,,,227201,Circle of Love,
請成為我的家人,China,,Drama,,Watching,227149,Please Be My Family,
喔！英心,Korea,,Drama and Comedy,,,211692,Oh! Youngsim,
清潭國際高中,Korea,,"Drama, Mystery",,,214994,Bitch X Rich,
有益的欺詐,Korea,,"Drama, Comedy, Crime",,,210218,Delightfully Deceitful,
香蕉先生不睡覺,China,,"Drama, Comedy, Sci-Fi & Fantasy",,,227634,Mr. Insomnia Waiting for Love,
我的醫妃不好惹,China,,"Comedy, Drama",,,226300,I Have a Smart Doctor Wife,
夢中的那片海,China,,Drama,,,157240,The Youth Memories,
全世界都在等你們分手,China,,"Drama, Sci-Fi & Fantasy",,,227562,To Ship Someone,
公訴,China,,War & Politics,,,135666,国家公诉,
照亮你,China,,Drama,,Watching,196550,A Date With the Future,
盲點 S2,USA,,"Action, Crime, Mystery",,Watching,62710,Blindspot 2,
良言寫意,China,,"Drama, Comedy, Mystery",,,132317,Lie to Love,
獻給國王的無名指,Japan,,"Drama, Comedy",,Watching,222835,The Third Finger Offered to a King,
致我們暖暖的小時光,Thailand,,"Drama, Comedy",,,88548,Put Your Head on My Shoulder,
愛情綜合症,Thailand,,Drama,,,216927,Love Syndrome III,
我們的天空2,Thailand,,Drama,,,219038,Our Skyy 2,
日影之下,Thailand,,"Drama, Mystery",,,223452,Eclipse of the Heart,
隔壁的男人經常吃,Japan,,Drama and Comedy,,,208133,The Man Next Door Eats Well,
雙面少女,Japan,,Comedy,,,46204,Switch Girl!!,
面露一人飯,Japan,,"Drama, Comedy",,,222364,Mentsuyu Hitori Meshi,
痴情的接吻,Japan,,Drama,,,128166,Blinded Kiss,
爛漫,Japan,,"Animation, Action & Adventure",,,94498,Appare-Ranman!,
勝利的法庭式,Japan,,"Drama, Mystery, Crime",,,221811,Victory Court Ceremony,
局中人,Japan,,Drama,,,105235,Inside Man,
晚酌的流派,Japan,,Drama,,,202396,Evening Drink Style,
心霊內科醫 稲生知性,Japan,,Other,,,221627,Shinrei Naikai Inao Chisei,
我的可愛要過期了！？,Japan,,Comedy,,,195344,My Cuteness Is About to Expire!?,
逆轉管弦樂團,Japan,,Drama,,,216013,Reversal Orchestra,
格雷斯的履歷,Japan,,Drama and Mystery,,,210921,Grace's History,
相撲避難所,Japan,,Drama,,,210269,Sanctuary,
我們的餐桌,Japan,,"Drama, Family",,,222366,Our Dining Table,
廚刀與小青椒-一日的料理帖-,Japan,,Drama,,,216224,Kitchen Knife and Green Chili Pepper,
律師Sodom,Japan,,"Drama, Mystery",,,221664,Lawyer Sodom,
妹妹成了女朋友,Korea,,Drama,,,235691,My Sister,
至上之法,Korea,,"Drama, Crime, Mystery",,,119773,Law School,
很便宜 千里馬超市,Korea,,Drama,,,92707,Pegasus Market,
是金子是玉子啊,Korea,,Drama and Comedy,,,221934,Apple of My Eye,
紙之月,Korea,,"Drama, Mystery",,,107359,紙の月,
非故意戀愛故事,Korea,,"Drama, Comedy",,,220951,Unintentional Love Story,
愛情伴侶,Korea,,Romance,,,1380677,爱情伴侣：电影版,
較量人生,Korea,,Drama,,,215472,RACE,
壞媽媽,Korea,,Drama,,,86743,Bad Mothers,
真的出現了,Korea,,Drama,,,214422,The Real Has Come!,
偶然遇見的你,Korea,,"Drama, Sci-Fi & Fantasy, Mystery",,,204589,My Perfect Stranger,
九尾狐傳1938,Korea,,"Drama, Sci-Fi & Fantasy, Action & Adventure",,,201019,Tale of the Nine Tailed 1938,
醫生車智淑,Korea,,"Drama, Comedy",,,214997,Doctor Cha,
上國賦,China,,Drama,,,226320,The Maid Ballad,
替嫁新娘,China,,Drama,,,224918,Fated To Love You,
懸疑作者求生指南,China,,Other,,,,懸疑作者求生指南,
戰火中的青春,China,,"Drama, War & Politics",,,225102,Youth in the Flames of War,
卧底警花,China,,Drama,,,226414,卧底警花,
夏小姐的先婚後愛2,China,,Drama,,,229064,Love Starts from Marriage 2,
法言人,China,,Drama,,,223761,Speakers of Law,
命中註定的公主,China,,Other,,,,命中註定的公主,
你的我的那場暗戀,China,,Other,,,228518,We Fall In Love,
甜小姐與冷先生,China,,Drama,,,226066,Sweet and Cold,
護心,China,,Other,,,314463,弁護士六角心平　京都殺人事件,
長月燼明,China,,Drama,,,137206,Till The End of The Moon,
又見仲夏夜之星,China,,"Drama, Comedy",,,225859,See Midsummer Night's Stars Again,
正義的天秤,Japan,,"Mystery, Crime",,,134903,The Scales of Justice,
床友,Thailand,,Other,,,738807,Ghost Boyfriend 2,
溫暖的甜蜜的,China,,Drama,,,225756,Warm and Sweet,
Pending Train-8點23分，明天和你,Japan,,Other,,,,Pending Train-8點23分，明天和你,
再見吧，槍 警視廳特別槍裝班,Japan,,"Drama, Action & Adventure",,,225157,"Farewell, Guns: Metropolitan Police Department Special Armament Squad",
LAST MAN-全盲搜查官-,Japan,,"Drama, Mystery",,,221854,Last Man: The Blind Profiler,
春日苦短少年戀愛吧,Japan,,"Drama, Comedy",,,223506,"Springtime is Short, Fall in Love, Boys.",
犯罪家族,Japan,,"Drama, Comedy",,,225014,Crime Family,
刑警與檢察官，有時是法官,Japan,,"Drama, Mystery, Crime",,,220615,"Police and Prosecutor, Sometimes Judge",
絕對不可能 偵探・上水流涼子的解析,Japan,,"Drama, Comedy, Mystery",,,222846,Logically Impossible! Detective Ryoko Kamizuru Is on the Case,
巧克力醫生,Japan,,"Drama, Mystery",,,222374,Dr. Chocolate,
苦中帶甜的滋味,Japan,,"Drama, Comedy",,,225232,Bittersweet,
我繼承了牛郎俱樂部,Japan,,Other,,,,我繼承了牛郎俱樂部,
月讀君的禁忌夜宵,Japan,,"Drama, Comedy",,,222974,Mr. Tsukuyomi's Forbidden Midnight Snack,
Unknown,Japan,,Drama,,,879945,The Unknown Man,
我的媳夫,Japan,,"Drama, Comedy",,Watching,222373,Mr. Bride,
Stealer：七個朝鮮通寶,Korea,,"Drama, Action & Adventure, Comedy",,,211796,Stealer: The Treasure Keeper,
我的X一樣的20歲,Korea,,Drama,,,224966,My 20th Twenty,
女王製造者,Korea,,Other,,,,女王製造者,
為你逆光而來,China,,Drama,,,224552,Love of Replica,
你給我的喜歡,China,,Drama,,,225178,The Love You Give Me,
小紅帽，在旅途中遇見屍體,Japan,,Other,,,,小紅帽，在旅途中遇見屍體,
以神之名：信仰的背叛,Korea,,"Documentary, Crime",,,218476,In the Name of God: A Holy Betrayal,
看！黛博拉,Korea,,Other,,,,看！黛博拉,
戀戀洗衣店,Japan,,"Romance, Comedy",,,,Minato's Laundromat,
六本木Class,Japan,,Drama,,,203792,Roppongi Class,
為親愛的我獻上殺意,Japan,,Other,,,,為親愛的我獻上殺意,
孕愛奇蹟,Thailand,,Other,,,,孕愛奇蹟,
窺探,Korea,,"Crime, Mystery, Sci-Fi & Fantasy",,Watching,117378,Mouse,
鄰人似銀河,Japan,,"Animation, Comedy",,,200732,A Galaxy Next Door,
Russian Doll,USA,,"Comedy, Drama",,,84977,Russian Doll,
沈默的天使,USA,,Other,,,,沈默的天使,
我們很安全,USA,,Other,,,,我們很安全,
哥譚騎士,USA,,"Action & Adventure, Drama",,,195868,Gotham Knights,
犯罪現場清理員,USA,,Other,,,,犯罪現場清理員,
九號密事,USA,,Other,,,,九號密事,
雨傘學院,USA,,"Action & Adventure, Sci-Fi & Fantasy, Drama",,,75006,The Umbrella Academy,
性愛自修室,USA,,"Comedy, Drama",,,81356,Sex Education,
怪奇物語,USA,,Horror,,,1504708,Idol Horror Story,
梅菲爾女巫 S1,USA,,Other,,Watching,,梅菲爾女巫 S1,
音樂魔法鎮！,USA,,Other,,,,音樂魔法鎮！,
電擊女孩,USA,,"Sci-Fi & Fantasy, Mystery, Drama",,,95558,The Power,
暗夜情報員,USA,,"Action & Adventure, Drama, Mystery",,,129552,The Night Agent,
星期三,USA,,Other,,,718651,"Thursday, Wednesday",
中情局律師第一季,USA,,Other,,,,中情局律師第一季,
特工家族,Korea,,"Drama, Comedy, Action & Adventure",,,214529,Family: The Unbreakable Bond,
幻夢情緣,China,,Other,,,48889,Romance Beyond Romance,
你是我的漫天繁星,China,,Other,,,248174,你是我的漫天繁星,
恩愛兩不疑,China,,"Drama, Comedy, Sci-Fi & Fantasy",,,220306,The Trust,
真探秦先生,China,,Mystery,,,248248,True Detective Mr. Qin,
最食人間煙火色,China,,Drama,,Watching,223579,Falling Before Fireworks,
春家小姐是訟師,China,,"Drama, Mystery",,,222927,Miss Chun Is a Litigator,
重紫,China,,"Drama, Sci-Fi & Fantasy",,,210596,The Journey of Chongzi,
擇君記,China,,"Drama, Comedy",,,218103,Choice Husband,
他跨越山海而來,China,,"Drama, Sci-Fi & Fantasy",,,221993,I Belonged to Your World,
春閨夢里人,China,,Drama,,,207429,Romance of a Twin Flower,
左肩有你,China,,"Drama, Family",,,128717,Chasing the Light,
花琉璃軼聞,China,,"Drama, Comedy",,,221449,Royal Rumours,
舞技家的料理人,Japan,,Other,,,,舞技家的料理人,
美麗的他 S2,Japan,,Other,,Watching,,美麗的他 S2,
聽說你喜歡我,China,,Drama,,Watching,220068,Have a Crush On You,
九霄寒夜暖,China,,"Drama, Mystery, Sci-Fi & Fantasy",,Watching,137800,Warm on a Cold Night,
光淵,China,,"Drama, Mystery, Crime, Sci-Fi & Fantasy",,,131037,Justice in the Dark,
星落凝成糖,China,,"Drama, Sci-Fi & Fantasy, Comedy",,,196157,The Starry Love,
理科生墜入情網,China,,"Drama, Comedy",,,222320,The Science of Falling in Love,
狂飆,China,,Drama,,,1084137,Racing Storm,
我有一份逃生指南,China,,"Sci-Fi & Fantasy, Drama",,,223684,Escape Guide,
花書生戀愛史,Korea,,Other,,,,花書生戀愛史,
離婚律師申晟瀚,Korea,,Drama,,,204241,Divorce Attorney Shin,
朝鮮律師,Korea,,Drama,,,206715,Joseon Attorney: A Morality,
模範計程車 S2,Korea,,"Action, Crime",,,,Taxi Driver,
模仿犯,Taiwan,,"Drama, Mystery, Crime",,,158876,Copycat Killer,
歸路,China,,Other,,Watching,734445,Somewhere My Love,
只是在結婚申請書上蓋了章,Japan,,"Drama, Comedy",,Watching,136631,ONLY JUST MARRIED,
擁有超常技能的異世界流浪美食家,Animate,,"Animation, Action & Adventure, Sci-Fi & Fantasy",,Watching,213402,Campfire Cooking in Another World with My Absurd Skill,
最強陰陽師的異世界轉生記,Animate,,"Animation, Action & Adventure, Sci-Fi & Fantasy",4,Watching,156563,The Reincarnation of the Strongest Exorcist in Another World,
陪你一起好好吃飯,China,,Drama,,Watching,157673,Dine with Love,
警視廳局外人,Japan,,"Drama, Mystery, Comedy",,Watching,215270,Keishichou Outsider,
欺詐獵人,Japan,,"Drama, Crime, Action & Adventure",,Watching,210039,The Black Swindler,
成曦曲,China,,Other,,Watching,227510,Cheng Xi's Song,
於星降之夜,Japan,,Other,,,,於星降之夜,
黃昏時分 牽著手,Japan,,Other,,,,黃昏時分 牽著手,
說一百萬次就好了,Japan,,Other,,,,說一百萬次就好了,
Get Ready,Japan,,Drama,,,213322,Get Ready!,
女神的教室～法律青春白皮書,Japan,,Drama,,,215249,Themis's Law School Classroom,
嘉南傳,China,,Drama,,Watching,128723,Rebirth For You,
美男堂,Korea,,"Comedy, Drama",,Watching,89963,Mermaid Sauna,
你安全嗎？,China,,"Drama, Action & Adventure",,Watching,210003,Are You Safe?,
念念無明,China,,Drama,,,413838,Mad World,
罰罪,China,,"Animation, Comedy",,,108538,Crime or Punishment?!?,
底線,China,,Drama,,,210594,Draw the Line,
且試天下,China,,"Drama, War & Politics",,,127323,Who Rules The World,
卿卿日常,China,,"Comedy, Drama",,,214172,New Life Begins,
蒼蘭訣,China,,"Drama, Sci-Fi & Fantasy",,,130368,Love Between Fairy and Devil,
浮圖緣,China,,Drama,,,210291,Unchained Love,
金湯匙,Korea,,Drama,,,74887,Money Flower,
頭腦共助,Korea,,"Drama, Mystery, Comedy",,,206674,Brain Works,
Missing 他們存在過 2,Korea,,Other,,,,Missing 他們存在過 2,
法錢,Korea,,"Drama, Crime",,,132117,Farzi,
禁婚令,Korea,,"Drama, Mystery, Comedy",,,201330,The Forbidden Marriage,
財閥家的小兒子,Korea,,Drama,,,153496,Reborn Rich,
Island,Korea,,"Comedy, Drama, Mystery, Animation",,,80535,Island,
對我而言危險的他,China,,Drama,,Watching,218238,My Lethal Man,
三體,China,,"Drama, Mystery, Sci-Fi & Fantasy",,,204541,Three-Body,
我可能遇到了救星,China,,Drama,,Not start,216405,Hi Venus,
唐朝詭事錄,China,,Mystery,,Watching,211089,Strange Tales of Tang Dynasty,
只要你說你愛我,Animate,,Animation,5,Finished,52878,"Say ""I Love You.""",
兄弟戰爭,Animate,,Other,3,Finished,57757,Brothers Conflict,
墨白,China,,"Comedy, Drama",,Watching,214927,Double Love,
成為你的花,Japan,,Drama,,Not start,209459,I Will Be Your Bloom,
舊案尋兇,Korea,,Drama,,Not start,157161,Shadow Detective,
促醒者,China,,Drama,,Not start,213675,The Neuron Doctors,
你是我的美味,China,,Drama,,Not start,213663,"Healing Food, Healing Love",
在你的冬夜裡閃耀,China,,Crime,,Not start,213514,Winter Night,
雙世萌妻,China,,Drama,,Not start,213591,Love For Two Lives,
謝謝醫生,China,,Drama,,Not start,95721,Thank You Doctor,
遇見你之後,China,,"Comedy, Family, Drama",,Not start,213351,Since I Met U,
不期而至,China,,Mystery,,Not start,213660,Unexpected Falling,
魔女的遊戲,Korea,,Drama,,Not start,208249,Game of Witches,
Elpis-希望、或者災難-,Japan,,Drama,,Not start,210447,Elpis,
減重50公斤的灰姑娘,Japan,,Other,,Not start,,減重50公斤的灰姑娘,
祈願病歷簿 研修醫的解謎診察記錄,Japan,,Drama,,Not start,210445,Patient Chart Prayer,
旅行護士,Japan,,Drama,,Not start,210891,The Travel Nurse,
Atom之子,Japan,,Drama,,Not start,211565,Atom's Last Shot,
PICU兒童重症監護室,Japan,,Other,,Watching,,PICU兒童重症監護室,
真的要結婚嗎,Japan,,Other,,Not start,,真的要結婚嗎,
王后傘下,Korea,,Drama,,Not start,156406,Under the Queen's Umbrella,
你陷入的世界,Korea,,Drama,,Not start,203954,Fall For You,
我的秘密室友,China,,Comedy,,Not start,212231,Love In Time,
以一當百的管家,Korea,,Other,,Not start,,以一當百的管家,
那小子不可愛,China,,Comedy,,Not start,212290,Cute Bodyguard,
冰糖一夏,China,,Comedy,,Not start,211984,Rock Sugar Summer,
執念如影,China,,Crime,,Not start,211833,Obsession,
追光者,China,,"Drama, Action & Adventure",,Watching,212267,Light Chaser Rescue,
請叫我總監,China,,Drama,,Not start,199925,Master of My Own,
三姊弟要勇敢,Korea,,Other,,Not start,,三姊弟要勇敢,
熾道,China,,Drama,,Watching,211228,Falling Into You,
誰都知道我愛你,China,,Drama,,Not start,213239,Almost Lover,
星漢燦爛,China,,Drama,,Watching,137870,Love Like the Galaxy,
夢華錄,China,,Drama,,Watching,202876,A Dream of Splendor,
魔法翻新,Japan,,Drama,,Watching,204322,Renovation Like Magic,
家庭教師寅子,Japan,,Drama,,Not start,204390,Private Tutor Torako,
我愛上了給我橡皮的女生,Japan,,Other,,Not start,,我愛上了給我橡皮的女生,
石子和羽男-這種事情也好告嗎,Japan,,Drama,,Not start,204367,ISHIKO and HANEO: You're Suing Me?,
間諜遊戲,Japan,,Action & Adventure,,Not start,204827,GAME OF SPY,
Animals,Japan,,"Animation, Comedy",,Not start,65228,Animals.,
模範刑警二,Korea,,Other,,Not start,,模範刑警二,
黑話律師,Korea,,Mystery,,Not start,155226,Big Mouth,
今日的網漫,Korea,,Comedy,,Not start,155222,Today's Webtoon,
瞄準你的未來,China,,Drama,,Not start,206416,Out with a Bang,
致勇敢的你,China,,Drama,,Not start,122591,To Be A Brave One,
天才基本法,China,,Drama,,Not start,206489,The Heart of Genius,
親愛的檸檬精先生2,China,,Other,,Not start,,親愛的檸檬精先生2,
紙鈔屋,Korea,,Other,,Not start,,紙鈔屋,
第六感之吻,Korea,,Drama,,Not start,135895,Kiss Sixth Sense,
藍焰突擊,China,,Drama,,Not start,197901,Blue Flame Assault,
穿書女配戀愛了,China,,Sci-Fi & Fantasy,,Not start,206809,Fall In Love In The Book,
還魂,Korea,,"Drama, Sci-Fi & Fantasy, Action & Adventure, Mystery",,Not start,135157,Alchemy of Souls,
安娜,Korea,,"Drama, Mystery",,Not start,203020,Love Is Leaving,
終於輪到我戀愛了,China,,Drama,,Not start,203646,Time to Fall in Love,
愛情應該有的樣子,China,,Drama,,Not start,204254,Love The Way You Are,
林深見鹿,China,,Drama,,Not start,203617,Nice to Meet You Again,
戀愛何必認真,Japan,,Drama,,Not start,194854,What Do You Really Do About Love?,
神速偵探,Japan,,Drama,,Not start,108606,Tantei ga Hayasugiru,
還有明天,Korea,,"Drama, Sci-Fi & Fantasy, Action & Adventure",,Not start,136369,Tomorrow,
紅丹心,Korea,,Drama,,Not start,136733,Bloody Heart,
不可殺,Japan,,"Drama, Sci-Fi & Fantasy, Action & Adventure",,Not start,137520,Bulgasal: Immortal Souls,
初戀與你都很甜,China,,Other,,Not start,,初戀與你都很甜,
親愛的試用期女友,China,,Other,,Not start,,親愛的試用期女友,
只能親吻不幸同學了,Japan,,Comedy,,Not start,169561,Mr. Unlucky Has No Choice but to Kiss!,
被討厭的監察官,Japan,,Mystery,,Not start,197224,Disliked Inspector Otonashi Ichiroku,
新娘未滿escape,Japan,,Drama,,Not start,194746,The Escape of the Bride to Be,
亂來,Japan,,"Comedy, Drama",,Not start,153335,Tall Order,
雪滴花,Korea,,Drama,,Not start,108291,Snowdrop,
邁向未來的倒數十秒,Japan,,Other,,Not start,,邁向未來的倒數十秒,
我的家,Japan,,Drama,,Not start,227149,Please Be My Family,
潘朵拉的果實,Japan,,Mystery,,Not start,194818,Pandora's Fruit,
十字路口偵探學校,Japan,,Other,,Not start,,十字路口偵探學校,
我的可愛要過期了,Japan,,Comedy,,Not start,195344,My Cuteness Is About to Expire!?,
幽靈醫生,Korea,,Comedy,,Not start,152471,Ghost Doctor,
語意錯誤,Korea,,Drama,,Not start,157208,Semantic Error,
柔美細胞,Korea,,Comedy,,Not start,128995,Yumi's Cells,
單戀原聲帶,Korea,,Drama,,Not start,137872,Soundtrack #1,
瘋狂愛情,Korea,,"Drama, Comedy",,Not start,134465,Crazy Love,
軍檢察官,Korea,,Drama,,Not start,135652,Military Prosecutor Doberman,
向你奔去的速度493km,Korea,,Drama,,Watching,152512,Love All Play,
25 21,Korea,,Drama,,Not start,129888,Twenty Five Twenty One,
現在開始作秀時間,Korea,,Other,,Not start,,現在開始作秀時間,
正義的演算法,Taiwan,,Other,,Not start,,正義的演算法,
再次我的人生,Korea,,Drama,,Not start,135654,Again My Life,
醫法刑事,Korea,,"Crime, Drama",,Not start,196906,Doctor Lawyer,
你好啊我的橘子戀人,China,,Other,,Not start,,你好啊我的橘子戀人,
今天開始我們,Korea,,Comedy,,Not start,154891,Woori the Virgin,
村裡來了個暴走女外科,Taiwan,,Comedy,,Not start,135360,Mad Doctor,
親愛的亞當,Taiwan,,Drama,,Not start,197976,Dear Adam,
暗夜行者,China,,"Crime, Mystery",,Not start,202253,Day Breaker,
警察榮譽,China,,Drama,,Not start,203042,Ordinary Greatness,
二進位戀愛,China,,Other,,Not start,,二進位戀愛,
從零到一的愛情,China,,Drama,,Not start,195395,Fall in Love,
魔咒的戀人,Korea,,Drama,,Not start,155224,Jinxed at First,
遇見璀璨的你,China,,Drama,,Not start,204147,"Hello, My Shining Love",
骨語 S2,China,,Other,,Watching,,骨語 S2,
流星,Korea,,"Drama, Family",,Watching,79818,Meteor Garden,
堀與宮村,Animate,,"Animation, Comedy, Drama",5,Finished,228663,Horimiya: The Missing Pieces,
夢色蛋糕師,Animate,,Animation,5,Finished,45999,Yumeiro Patissiere,
失格紋的最強賢者,Animate,,Animation,,Finished,117884,The Strongest Sage with the Weakest Crest,
魔法科高校的優等生,Animate,,Animation,3,Finished,115312,The Honor at Magic High School,
幽浮寶貝,Animate,,Animation,5,Finished,93483,Daa! Daa! Daa! UFO Baby,
魔法科高校的劣等生,Animate,,Animation,5,Finished,60833,The Irregular at Magic High School,
刀劍神域,Animate,,"Animation, Sci-Fi & Fantasy, Action & Adventure",5,Finished,45782,Sword Art Online Season 1,
刀劍神域2,Animate,,Other,5,Finished,45782,Sword Art Online Season 2,
遊戲人生,Animate,,"Animation, Sci-Fi & Fantasy, Action & Adventure, Comedy",5,Finished,60808,No Game No Life,
有喜歡的人,Japan,,"Comedy, Drama",3,Finished,67355,A Girl & Three Sweethearts,
放射治療室 S1,Japan,,Other,3,Finished,88264,Radiation House Season 1,
無法成為野獸的我們,Japan,,Comedy,4,Finished,82819,Weakest Beast,
Final Cut,Japan,,Drama,3,Finished,75918,Final Cut,
我的初戀情人,Japan,,Drama,3,Finished,86052,Secret Unrequited Love,
別扭合租房,Japan,,Other,2,Finished,89503,Kakafukaka,
我可能不會愛你,Japan,,Drama,3,Finished,91140,I Don't Love You Yet,
愛情闖進門,China,,Drama,2,Finished,44234,When Love Walked In,
海岸村恰恰恰,Korea,,Comedy,4,Finished,128883,Hometown Cha-Cha-Cha,
My name,Korea,,Comedy,,,2317,My Name Is Earl,
許你歲月靜好,China,,Other,,,,許你歲月靜好,
波吉亞家族,USA,,Action & Adventure,,,34388,Borgia,
龍紋身的女孩,USA,,Other,,,65754,The Girl with the Dragon Tattoo,
叛逆者,China,,"Drama, Mystery, War & Politics",,,127123,The Rebel,
History4 近距離愛上你,Taiwan,,Drama,,Watching,202752,HIStory4: Close To You,
特殊搜查專案組 M,Korea,,Other,,Watching,,特殊搜查專案組 M,
小南的迷你情人,Japan,,Other,3,Finished,65778,My Little Lover - Minami Kun no Koibito,
完美世界 2019,Japan,,Drama,5,Finished,88508,Perfect World,
全職高手,China,,"Animation, Action & Adventure",2,Give up,71194,The King's Avatar,
暗戀橘生淮南 （網劇）,China,,Drama,4,Finished,90729,Unrequited Love ,
泡沫之夏,China,,Drama,,Far away,33047,Summer's Desire,
那刻的怦然心動,China,,Drama,3,Finished,83082,Art in Love,
橙紅年代,China,,"Drama, Action & Adventure, Crime",4,Finished,73182,Age of Legends,
我的燦爛人生,China,,"Drama, Soap, Family",,Far away,104972,My Wonderful Life,
一見不鐘情,China,,Drama,3,Finished,250734,Love at Second Glance,
罪案心理小組Ｘ,China,,Crime,4,Finished,84885,Visible Lie,
真愛惹麻煩,China,,Other,,Far away,,真愛惹麻煩,
